Billing Code,Name,Category
72131,"Computed tomography, lumbar spine",Imaging & Radiology
72142,"Magnetic resonance eg, proton imaging, spinal canal and contents",Imaging & Radiology
72146,"Magnetic resonance eg, proton imaging, spinal canal and contents",Imaging & Radiology
72147,"Magnetic resonance eg, proton imaging, spinal canal and contents",Imaging & Radiology
72148,"Magnetic resonance eg, proton imaging, spinal canal and contents",Imaging & Radiology
72156,"Magnetic resonance eg, proton imaging, spinal canal and contents, without contrast material, followed by contrast materials and further sequences",Imaging & Radiology
72157,"Magnetic resonance eg, proton imaging, spinal canal and contents, without contrast material, followed by contrast materials and further sequences",Imaging & Radiology
72170,"Radiologic examination, pelvis",Imaging & Radiology
72193,"Computed tomography, pelvis",Imaging & Radiology
72194,"Computed tomography, pelvis",Imaging & Radiology
72195,"Magnetic resonance eg, proton imaging, pelvis",Imaging & Radiology
72200,"Radiologic examination, sacroiliac joints",Imaging & Radiology
72202,"Radiologic examination, sacroiliac joints",Imaging & Radiology
72220,Radiologic examination,Imaging & Radiology
73000,Radiologic examination,Imaging & Radiology
73010,Radiologic examination,Imaging & Radiology
73020,"Radiologic examination, shoulder",Imaging & Radiology
73060,Radiologic examination,Imaging & Radiology
73080,"Radiologic examination, elbow",Imaging & Radiology
73090,Radiologic examination,Imaging & Radiology
73100,"Radiologic examination, wrist",Imaging & Radiology
73110,"Radiologic examination, wrist",Imaging & Radiology
73120,"Radiologic examination, hand",Imaging & Radiology
73130,"Radiologic examination, hand",Imaging & Radiology
73140,Diagnostic Radiology Diagnostic Imaging Procedures of the Upper Extremities,Imaging & Radiology
73201,"Computed tomography, upper extremity",Imaging & Radiology
73202,"Computed tomography, upper extremity",Imaging & Radiology
73220,"Magnetic resonance eg, proton imaging, upper extremity, other than joint",Imaging & Radiology
73501,"Radiologic examination, hip, unilateral",Imaging & Radiology
73502,"Radiologic examination, hip, unilateral",Imaging & Radiology
73503,"Radiologic examination, hip, unilateral",Imaging & Radiology
73521,"Radiologic examination, hips, bilateral",Imaging & Radiology
73523,"Radiologic examination, hips, bilateral",Imaging & Radiology
73552,"Radiologic examination, femur",Imaging & Radiology
73560,"Radiologic examination, knee",Imaging & Radiology
73562,"Radiologic examination, knee",Imaging & Radiology
73564,"Radiologic examination, knee",Imaging & Radiology
73590,Radiologic examination,Imaging & Radiology
73592,Radiologic examination,Imaging & Radiology
73620,"Radiologic examination, foot",Imaging & Radiology
73630,"Radiologic examination, foot",Imaging & Radiology
73650,Diagnostic Radiology Diagnostic Imaging Procedures of the Lower Extremities,Imaging & Radiology
73700,"Computed tomography, lower extremity",Imaging & Radiology
73701,"Computed tomography, lower extremity",Imaging & Radiology
73718,"Magnetic resonance eg, proton imaging, lower extremity other than joint",Imaging & Radiology
73723,"Magnetic resonance eg, proton imaging, any joint of lower extremity",Imaging & Radiology
74018,"Radiologic examination, abdomen",Imaging & Radiology
74019,"Radiologic examination, abdomen",Imaging & Radiology
74022,"Radiologic examination, abdomen",Imaging & Radiology
74160,"Computed tomography, abdomen",Imaging & Radiology
74170,"Computed tomography, abdomen",Imaging & Radiology
74174,Computed Tomography,Imaging & Radiology
74176,"Computed tomography, abdomen and pelvis",Imaging & Radiology
74178,"Computed tomography, abdomen and pelvis",Imaging & Radiology
74181,"Magnetic resonance eg, proton imaging, abdomen",Imaging & Radiology
74183,"Magnetic resonance eg, proton imaging, abdomen",Imaging & Radiology
74240,"Radiologic examination, gastrointestinal tract, upper",Imaging & Radiology
74246,"Radiologic examination, gastrointestinal tract, upper",Imaging & Radiology
74248,"Radiologic studyexamination, small intestine",Imaging & Radiology
74250,"Radiologic studyexamination, small intestine",Imaging & Radiology
74270,"Radiologic examination, colon",Imaging & Radiology
74280,"Radiologic examination, colon",Imaging & Radiology
75572,Diagnostic Radiology Diagnostic Imaging Procedures of the Heart,Imaging & Radiology
75574,Diagnostic Radiology Diagnostic Imaging Procedures of the Heart,Imaging & Radiology
75635,Diagnostic Radiology Diagnostic Imaging Procedures of the Aorta and Arteries,Imaging & Radiology
76000,Other Diagnostic Radiology Diagnostic Imaging Related Procedures,Imaging & Radiology
76010,Other Diagnostic Radiology Diagnostic Imaging Related Procedures,Imaging & Radiology
76498,Other Diagnostic Radiology Diagnostic Imaging Related Procedures,Imaging & Radiology
76506,Diagnostic Ultrasound Procedures of the Head and Neck,Imaging & Radiology
76536,Diagnostic Ultrasound Procedures of the Head and Neck,Imaging & Radiology
76604,Diagnostic Ultrasound Procedures of the Chest,Imaging & Radiology
76641,Diagnostic Ultrasound Procedures of the Chest,Imaging & Radiology
76706,Diagnostic Ultrasound Procedures of the Abdomen and Retroperitoneum,Imaging & Radiology
76800,Diagnostic Ultrasound Procedures of the Spinal Canal,Imaging & Radiology
76815,Diagnostic Ultrasound Procedures of the Pelvis Obstetrical,Imaging & Radiology
76830,Diagnostic Ultrasound Procedures of the Pelvis NonObstetrical,Imaging & Radiology
76856,"Ultrasound, pelvic nonobstetric, real time with image documentation",Imaging & Radiology
76870,Diagnostic Ultrasound Procedures of the Genitalia,Imaging & Radiology
76882,Diagnostic Ultrasound Procedures of the Extremities,Imaging & Radiology
76886,"Ultrasound, infant hips, real time with imaging documentation",Imaging & Radiology
76936,Ultrasonic Guidance Procedures,Imaging & Radiology
77002,Fluoroscopic Guidance,Imaging & Radiology
77047,"Magnetic resonance imaging, breast, without andor with contrast materials",Imaging & Radiology
77049,"Magnetic resonance imaging, breast, without andor with contrast materials",Imaging & Radiology
77061,"Breast, Mammography",Imaging & Radiology
77062,"Breast, Mammography",Imaging & Radiology
77067,"Breast, Mammography",Imaging & Radiology
77072,BoneJoint Studies,Surgeries & Procedures
77073,BoneJoint Studies,Surgeries & Procedures
77075,"Radiologic examination, osseous survey",Imaging & Radiology
77076,BoneJoint Studies,Surgeries & Procedures
78014,Diagnostic Nuclear Medicine Procedures on the Endocrine System,Imaging & Radiology
78018,Thyroid carcinoma metastases imaging,Imaging & Radiology
78071,Parathyroid planar imaging,Imaging & Radiology
78072,Parathyroid planar imaging,Imaging & Radiology
78185,"Diagnostic Nuclear Medicine Procedures on the Hematopoietic, Reticuloendothelial and Lymphatic System",Imaging & Radiology
78195,"Diagnostic Nuclear Medicine Procedures on the Hematopoietic, Reticuloendothelial and Lymphatic System",Imaging & Radiology
78215,Liver and spleen imaging,Imaging & Radiology
78226,Diagnostic Nuclear Medicine Procedures on the Gastrointestinal System,
78227,Diagnostic Nuclear Medicine Procedures on the Gastrointestinal System,Imaging & Radiology
78264,Gastric emptying imaging study,Laboratory & Diagnostic Tests
78278,Diagnostic Nuclear Medicine Procedures on the Gastrointestinal System,Laboratory & Diagnostic Tests
78300,Bone andor joint imaging,Imaging & Radiology
78306,Bone andor joint imaging,Imaging & Radiology
78315,Bone andor joint imaging,Imaging & Radiology
78472,"Cardiac blood pool imaging, gated equilibrium",Imaging & Radiology
78597,Diagnostic Nuclear Medicine Procedures on the Respiratory System,Imaging & Radiology
78707,Kidney imaging morphology,Imaging & Radiology
78708,Kidney imaging morphology,Imaging & Radiology
78800,Radiopharmaceutical localization of tumor or distribution of radiopharmaceutical agents planar,Imaging & Radiology
78803,Radiopharmaceutical localization of tumor or distribution of radiopharmaceutical agents tomographic SPECT,Imaging & Radiology
78816,Positron emission tomography PET with concurrently acquired computed tomography CT for attenuation correction and anatomical localization imaging,Imaging & Radiology
79005,Therapeutic Nuclear Medicine Procedures,Imaging & Radiology
91200,Other Diagnostic Gastroenterology Procedures,Gastroenterology Procedures
G1004,"Clinical decision support mechanism national decision support company, as defined by the medicare appropriate use criteria program",Consultations & Evaluations
99282,"Emergency department visit for the evaluation and management of a patient, which requires a medically appropriate history",Emergency Services
99283,"Emergency department visit for the evaluation and management of a patient, which requires a medically appropriate history",Emergency Services
99285,"Emergency department visit for the evaluation and management of a patient, which requires a medically appropriate history",Emergency Services
99291,"Critical care, evaluation and management of the critically ill or critically injured patient",Emergency Services
99292,"Critical care, evaluation and management of the critically ill or critically injured patient",Emergency Services
247,(MDC 05) Percutaneous cardiovascular procedures with drugeluting stent without MCC,Cardiovascular Procedures
788,(MDC 14) Cesarean section without sterilization without CC/MCC,Maternity & Obstetrics
871,(MDC 18) Septicemia or severe sepsis without MV 96 hours with MCC,Surgeries & Procedures
246,(MDC 05) Percutaneous cardiovascular procedures with drugeluting stent with MCC or 4 arteries or stents,Cardiovascular Procedures
234,(MDC 05) Coronary bypass with cardiac catheterization without MCC,Cardiovascular Procedures
795,(MDC 15) Normal newborn,Maternity & Obstetrics
853,(MDC 18) Infectious and parasitic diseases with OR procedure with MCC,Surgeries & Procedures
330,(MDC 06) Major small and large bowel procedures with CC,Surgeries & Procedures
787,(MDC 14) Cesarean section without sterilization with CC,Maternity & Obstetrics
790,"(MDC 15) Extreme immaturity or respiratory distress syndrome, neonate",Laboratory & Diagnostic Tests
806,(MDC 14) Vaginal delivery without sterilization/DC with CC,Maternity & Obstetrics
785,(MDC 14) Cesarean section with sterilization without CC/MCC,Surgeries & Procedures
164,(MDC 04) Major chest procedures with CC,Surgeries & Procedures
233,(MDC 05) Coronary bypass with cardiac catheterization with MCC,Cardiovascular Procedures
269,(MDC 05) Aortic and heart assist procedures except pulsation balloon without MCC,Cardiovascular Procedures
917,(MDC 21) Poisoning and toxic effects of drugs with MCC,Laboratory & Diagnostic Tests
470,(MDC 08) Major hip and knee joint replacement or reattachment of lower extremity without MCC,Surgeries & Procedures
267,(MDC 05) Endovascular cardiac valve replacement and supplement procedures without MCC,Cardiovascular Procedures
494,"(MDC 08) Lower extremity and humerus procedures except hip, foot and femur without CC/MCC",Surgeries & Procedures
870,(MDC 18) Septicemia or severe sepsis with MV 96 hours,Laboratory & Diagnostic Tests
392,"(MDC 06) Esophagitis, gastroenteritis and miscellaneous digestive disorders without MCC",Gastroenterology Procedures
658,(MDC 11) Kidney and ureter procedures for neoplasm without CC/MCC,Surgeries & Procedures
682,(MDC 11) Renal failure with MCC,Surgeries & Procedures
793,(MDC 15) Full term neonate with major problems,Specialist Visits
056,(MDC 01) Degenerative nervous system disorders with MCC,Surgeries & Procedures
215,(MDC 05) Other heart assist system implant,Cardiovascular Procedures
274,(MDC 05) Percutaneous intracardiac procedures without MCC,Surgeries & Procedures
620,(MDC 10) OR procedures for obesity with CC,Surgeries & Procedures
418,(MDC 07) Laparoscopic cholecystectomy without CDE with CC,Surgeries & Procedures
661,(MDC 11) Kidney and ureter procedures for nonneoplasm without CC/MCC,Surgeries & Procedures
464,(MDC 08) Wound debridement and skin graft except hand for musculoskeletal system and connective tissue disorders with CC,Surgeries & Procedures
243,(MDC 05) Permanent cardiac pacemaker implant with CC,Cardiovascular Procedures
165,(MDC 04) Major chest procedures without CC/MCC,Surgeries & Procedures
163,(MDC 04) Major chest procedures with MCC,Surgeries & Procedures
854,(MDC 18) Infectious and parasitic diseases with OR procedure with CC,Surgeries & Procedures
560,"(MDC 08) Aftercare, musculoskeletal system and connective tissue with CC",Rehabilitation & Physical Therapy
957,(MDC 24) Other OR procedures for multiple significant trauma with MCC,Surgeries & Procedures
571,(MDC 09) Skin debridement with CC,Surgeries & Procedures
280,"(MDC 05) Acute myocardial infarction, discharged alive with MCC",Cardiovascular Procedures
784,(MDC 14) Cesarean section with sterilization with CC,Maternity & Obstetrics
872,(MDC 18) Septicemia or severe sepsis without MV 96 hours without MCC,Laboratory & Diagnostic Tests
286,"(MDC 05) Circulatory disorders except AMI, with cardiac cateterization with MCC",Cardiovascular Procedures
178,(MDC 04) Respiratory infections and inflammations with CC,Laboratory & Diagnostic Tests
897,"(MDC 20) Alcohol, drug abuse or dependence without rehabilitation therapy without MCC",Mental Health Services
216,(MDC 05) Cardiac valve and other major cardiothoracic procedures with cardiac catheterization with MCC,Cardiovascular Procedures
004,"Tracheostomy with MV 96 hours or PDX except face, mouth and neck without major OR procedure",Surgeries & Procedures
432,(MDC 07) Cirrhosis and alcoholic hepatitis with MCC,Gastroenterology Procedures
308,(MDC 05) Cardiac arrhythmia and conduction disorders with MCC,Cardiovascular Procedures
660,(MDC 11) Kidney and ureter procedures for nonneoplasm with CC,Surgeries & Procedures
617,"(MDC 10) Amputation of lower limb for endocrine, nutritional and metabolic disorders with CC",Surgeries & Procedures
439,(MDC 07) Disorders of pancreas except malignancy with CC,Gastroenterology Procedures
036,(MDC 01) Carotid artery stent procedure without CC/MCC,Cardiovascular Procedures
585,"(MDC 09) Breast biopsy, local excision and other breast procedures without CC/MCC",Surgeries & Procedures
231,(MDC 05) Coronary bypass with PTCA with MCC,Cardiovascular Procedures
603,(MDC 09) Cellulitis without MCC,Laboratory & Diagnostic Tests
982,Extensive OR procedure unrelated to principal diagnosis with CC,Surgeries & Procedures
516,(MDC 08) Other musculoskeletal system and connective tissue OR procedures with CC,Surgeries & Procedures
336,(MDC 06) Peritoneal adhesiolysis with CC,Surgeries & Procedures
194,(MDC 04) Simple pneumonia and pleurisy with CC,Laboratory & Diagnostic Tests
282,"(MDC 05) Acute myocardial infarction, discharged alive without CC/MCC",Cardiovascular Procedures
337,(MDC 06) Peritoneal adhesiolysis without CC/MCC,Surgeries & Procedures
252,(MDC 05) Other vascular procedures with MCC,Surgeries & Procedures
468,(MDC 08) Revision of hip or knee replacement without CC/MCC,Surgeries & Procedures
483,(MDC 08) Major joint/limb reattachment procedure of upper extremities,Surgeries & Procedures
823,(MDC 17) Lymphoma and nonacute leukemia with other procedure with MCC,Oncology & Cancer Treatment
949,(MDC 23) Aftercare with CC/MCC,Other
552,(MDC 08) Medical back problems without MCC,Rehabilitation & Physical Therapy
805,(MDC 14) Vaginal delivery without sterilization/DC with MCC,Maternity & Obstetrics
242,(MDC 05) Permanent cardiac pacemaker implant with MCC,Surgeries & Procedures
064,(MDC 01) Intracranial hemorrhage or cerebral infarction with MCC,Surgeries & Procedures
640,"(MDC 10) Miscellaneous disorders of nutrition, metabolism, fluids and electrolytes with MCC",Other
522,DRG Code Name Not Found,Other
196,(MDC 04) Interstitial lung disease with MCC,Laboratory & Diagnostic Tests
947,(MDC 23) Signs and symptoms with MCC,Other
012,"Tracheostomy for face, mouth  neck diagnoses or laryngectomy with CC",Surgeries & Procedures
674,(MDC 11) Other kidney and urinary tract procedures with CC,Surgeries & Procedures
226,(MDC 05) Cardiac defibrillator implant without cardiac catheterization with MCC,Surgeries & Procedures
389,(MDC 06) GI obstruction with CC,Surgeries & Procedures
377,(MDC 06) GI hemorrhage with MCC,Gastroenterology Procedures
175,(MDC 04) Pulmonary embolism with MCC or acute cor pulmonale,Surgeries & Procedures
097,(MDC 01) Nonbacterial infection of nervous system except viral meningitis with MCC,Other
394,(MDC 06) Other digestive system diagnoses with CC,Gastroenterology Procedures
040,"(MDC 01) Peripheral, cranial nerve and other nervous system procedures with MCC",Surgeries & Procedures
825,(MDC 17) Lymphoma and nonacute leukemia with other procedure without CC/MCC,Oncology & Cancer Treatment
101,(MDC 01) Seizures without MCC,Consultations & Evaluations
690,(MDC 11) Kidney and urinary tract infections without MCC,Laboratory & Diagnostic Tests
442,"(MDC 07) Disorders of liver except malignancy, cirrhosis or alcoholic hepatitis with CC",Gastroenterology Procedures
511,"(MDC 08) Shoulder, elbow or forearm procedures, except major joint procedures with CC",Surgeries & Procedures
390,(MDC 06) GI obstruction without CC/MCC,Surgeries & Procedures
207,(MDC 04) Respiratory system diagnosis with ventilator support 96 hours,Surgeries & Procedures
025,(MDC 01) Craniotomy and endovascular intracranial procedures with MCC,Surgeries & Procedures
918,(MDC 21) Poisoning and toxic effects of drugs without MCC,Pharmacotherapy & Drug Administration
328,"(MDC 06) Stomach, esophageal and duodenal procedures without CC/MCC",Surgeries & Procedures
659,(MDC 11) Kidney and ureter procedures for nonneoplasm with MCC,Surgeries & Procedures
463,(MDC 08) Wound debridement and skin graft except hand for musculoskeletal system and connective tissue disorders with MCC,Surgeries & Procedures
186,(MDC 04) Pleural effusion with MCC,Surgeries & Procedures
614,(MDC 10) Adrenal and pituitary procedures with CC/MCC,Surgeries & Procedures
457,(MDC 08) Spinal fusion except cervical with spinal curvature or malignancy or infection or extensive fusions with CC,Surgeries & Procedures
395,(MDC 06) Other digestive system diagnoses without CC/MCC,Gastroenterology Procedures
440,(MDC 07) Disorders of pancreas except malignancy without CC/MCC,Gastroenterology Procedures
818,(MDC 14) Other antepartum diagnoses with OR procedure with CC,Maternity & Obstetrics
340,(MDC 06) Appendectomy with complicated principal diagnosis without CC/MCC,Surgeries & Procedures
862,(MDC 18) Postoperative and posttraumatic infections with MCC,Surgeries & Procedures
602,(MDC 09) Cellulitis with MCC,Laboratory & Diagnostic Tests
809,(MDC 16) Major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders with CC,Laboratory & Diagnostic Tests
070,(MDC 01) Nonspecific cerebrovascular disorders with MCC,Other
755,"(MDC 13) Malignancy, female reproductive system with CC",Oncology & Cancer Treatment
374,(MDC 06) Digestive malignancy with MCC,Oncology & Cancer Treatment
273,(MDC 05) Percutaneous intracardiac procedures with MCC,Cardiovascular Procedures
190,(MDC 04) Chronic obstructive pulmonary disease with MCC,Gastroenterology Procedures
375,(MDC 06) Digestive malignancy with CC,Oncology & Cancer Treatment
488,(MDC 08) Knee procedures without PDX of infection with CC/MCC,Surgeries & Procedures
414,(MDC 07) Cholecystectomy except by laparoscope without CDE with MCC,Surgeries & Procedures
519,(MDC 08) Back and neck procedures except spinal fusion with CC,Surgeries & Procedures
465,(MDC 08) Wound debridement and skin graft except hand for musculoskeletal system and connective tissue disorders without CC/MCC,Surgeries & Procedures
435,(MDC 07) Malignancy of hepatobiliary system or pancreas with MCC,Oncology & Cancer Treatment
840,(MDC 17) Lymphoma and nonacute leukemia with MCC,Oncology & Cancer Treatment
420,(MDC 07) Hepatobiliary diagnostic procedures with MCC,Laboratory & Diagnostic Tests
904,(MDC 21) Skin grafts for injuries with CC/MCC,Surgeries & Procedures
605,"(MDC 09) Trauma to the skin, subcutaneous tissue and breast without MCC",Surgeries & Procedures
689,(MDC 11) Kidney and urinary tract infections with MCC,Laboratory & Diagnostic Tests
958,(MDC 24) Other OR procedures for multiple significant trauma with CC,Surgeries & Procedures
578,(MDC 09) Skin graft except for skin ulcer or cellulitis without CC/MCC,Surgeries & Procedures
354,(MDC 06) Hernia procedures except inguinal and femoral with CC,Surgeries & Procedures
708,(MDC 12) Major male pelvic procedures without CC/MCC,Surgeries & Procedures
814,(MDC 16) Reticuloendothelial and immunity disorders with MCC,Surgeries & Procedures
462,(MDC 08) Bilateral or multiple major joint procedures of lower extremity without MCC,Surgeries & Procedures
387,(MDC 06) Inflammatory bowel disease without CC/MCC,Gastroenterology Procedures
583,(MDC 09) Mastectomy for malignancy without CC/MCC,Surgeries & Procedures
167,(MDC 04) Other respiratory system OR procedures with CC,Surgeries & Procedures
475,(MDC 08) Amputation for musculoskeletal system and connective tissue disorders with CC,Surgeries & Procedures
915,(MDC 21) Allergic reactions with MCC,Allergy & Immunology Services
074,(MDC 01) Cranial and peripheral nerve disorders without MCC,Surgeries & Procedures
639,(MDC 10) Diabetes without CC/MCC,Laboratory & Diagnostic Tests
201,(MDC 04) Pneumothorax without CC/MCC,Surgeries & Procedures
204,(MDC 04) Respiratory signs and symptoms,Laboratory & Diagnostic Tests
520,(MDC 08) Back and neck procedures except spinal fusion without CC/MCC,Surgeries & Procedures
919,(MDC 21) Complications of treatment with MCC,Surgeries & Procedures
472,(MDC 08) Cervical spinal fusion with CC,Surgeries & Procedures
438,(MDC 07) Disorders of pancreas except malignancy with MCC,Gastroenterology Procedures
441,"(MDC 07) Disorders of liver except malignancy, cirrhosis or alcoholic hepatitis with MCC",Gastroenterology Procedures
263,(MDC 05) Vein ligation and stripping,Surgeries & Procedures
625,"(MDC 10) Thyroid, parathyroid and thyroglossal procedures with MCC",Surgeries & Procedures
343,(MDC 06) Appendectomy without complicated principal diagnosis without CC/MCC,Surgeries & Procedures
011,"Tracheostomy for face, mouth  neck diagnoses or laryngectomy with MCC",Surgeries & Procedures
176,(MDC 04) Pulmonary embolism without MCC,Surgeries & Procedures
095,(MDC 01) Bacterial and tuberculous infections of nervous system with CC,Laboratory & Diagnostic Tests
482,(MDC 08) Hip and femur procedures except major joint without CC/MCC,Surgeries & Procedures
039,(MDC 01) Extracranial procedures without CC/MCC,Surgeries & Procedures
907,(MDC 21) Other OR procedures for injuries with MCC,Surgeries & Procedures
831,(MDC 14) Other antepartum diagnoses without OR procedure with MCC,Maternity & Obstetrics
444,(MDC 07) Disorders of the biliary tract with MCC,Gastroenterology Procedures
506,(MDC 08) Major thumb or joint procedures,Surgeries & Procedures
445,(MDC 07) Disorders of the biliary tract with CC,Gastroenterology Procedures
824,(MDC 17) Lymphoma and nonacute leukemia with other procedure with CC,Oncology & Cancer Treatment
811,(MDC 16) Red blood cell disorders with MCC,Surgeries & Procedures
086,"(MDC 01) Traumatic stupor and coma, coma 1 hour with CC",Emergency Services
369,(MDC 06) Major esophageal disorders with CC,Gastroenterology Procedures
593,(MDC 09) Skin ulcers with CC,Laboratory & Diagnostic Tests
406,"(MDC 07) Pancreas, liver and shunt procedures with CC",Surgeries & Procedures
863,(MDC 18) Postoperative and posttraumatic infections without MCC,Surgeries & Procedures
100,(MDC 01) Seizures with MCC,Surgeries & Procedures
054,(MDC 01) Nervous system neoplasms with MCC,Oncology & Cancer Treatment
153,(MDC 03) Otitis media and URI without MCC,Consultations & Evaluations
644,(MDC 10) Endocrine disorders with CC,Consultations & Evaluations
042,"(MDC 01) Peripheral, cranial nerve and other nervous system procedures without CC/MCC",Surgeries & Procedures
299,(MDC 05) Peripheral vascular disorders with MCC,Cardiovascular Procedures
486,(MDC 08) Knee procedures with PDX of infection with CC,Surgeries & Procedures
357,(MDC 06) Other digestive system OR procedures with CC,Surgeries & Procedures
856,(MDC 18) Postoperative or posttraumatic infections with OR procedure with MCC,Surgeries & Procedures
800,(MDC 16) Splenectomy with CC,Surgeries & Procedures
469,(MDC 08) Major hip and knee joint replacement or reattachment of lower extremity with MCC or total ankle replacement,Surgeries & Procedures
536,(MDC 08) Fractures of hip and pelvis without MCC,Surgeries & Procedures
974,(MDC 25) HIV with major related condition with MCC,Surgeries & Procedures
669,(MDC 11) Transurethral procedures with CC,Surgeries & Procedures
388,(MDC 06) GI obstruction with MCC,Surgeries & Procedures
272,(MDC 05) Other major cardiovascular procedures without CC/MCC,Cardiovascular Procedures
987,Nonextensive OR procedure unrelated to principal diagnosis with MCC,Surgeries & Procedures
341,(MDC 06) Appendectomy without complicated principal diagnosis with MCC,Surgeries & Procedures
579,"(MDC 09) Other skin, subcutaneous tissue and breast procedures with MCC",Surgeries & Procedures
083,"(MDC 01) Traumatic stupor and coma, coma 1 hour with CC",Emergency Services
305,(MDC 05) Hypertension without MCC,Cardiovascular Procedures
975,(MDC 25) HIV with major related condition with CC,Laboratory & Diagnostic Tests
535,(MDC 08) Fractures of hip and pelvis with MCC,Surgeries & Procedures
572,(MDC 09) Skin debridement without CC/MCC,Surgeries & Procedures
303,(MDC 05) Atherosclerosis without MCC,Cardiovascular Procedures
843,(MDC 17) Other myeloproliferative disorders or poorly differentiated neoplastic diagnoses with MCC,Oncology & Cancer Treatment
963,(MDC 24) Other multiple significant trauma with MCC,Surgeries & Procedures
114,(MDC 02) Orbital procedures without CC/MCC,Surgeries & Procedures
422,(MDC 07) Hepatobiliary diagnostic procedures without CC/MCC,Laboratory & Diagnostic Tests
313,(MDC 05) Chest pain,Consultations & Evaluations
864,(MDC 18) Fever and inflammatory conditions,Laboratory & Diagnostic Tests
558,"(MDC 08) Tendonitis, myositis and bursitis without MCC",Other
071,(MDC 01) Nonspecific cerebrovascular disorders with CC,Consultations & Evaluations
368,(MDC 06) Major esophageal disorders with MCC,Gastroenterology Procedures
183,(MDC 04) Major chest trauma with MCC,Surgeries & Procedures
594,(MDC 09) Skin ulcers without CC/MCC,Surgeries & Procedures
416,(MDC 07) Cholecystectomy except by laparoscope without CDE without CC/MCC,Surgeries & Procedures
922,"(MDC 21) Other injury, poisoning and toxic effect diagnoses with MCC",Other
219,(MDC 05) Cardiac valve and other major cardiothoracic procedures without cardiac catheterization with MCC,Other
292,(MDC 05) Heart failure and shock with CC,Cardiovascular Procedures
988,Nonextensive OR procedure unrelated to principal diagnosis with CC,Surgeries & Procedures
906,(MDC 21) Hand procedures for injuries,Surgeries & Procedures
087,"(MDC 01) Traumatic stupor and coma, coma 1 hour without CC/MCC",Emergency Services
884,(MDC 19) Organic disturbances and intellectual disability,Other
089,(MDC 01) Concussion with CC,Consultations & Evaluations
749,(MDC 13) Other female reproductive system OR procedures with CC/MCC,Surgeries & Procedures
159,(MDC 03) Dental and oral diseases without CC/MCC,Surgeries & Procedures
562,"(MDC 08) Fracture, sprain, strain and dislocation except femur, hip, pelvis and thigh with MCC",Surgeries & Procedures
342,(MDC 06) Appendectomy without complicated principal diagnosis with CC,Surgeries & Procedures
797,(MDC 14) Vaginal delivery with sterilization/DC with CC,Maternity & Obstetrics
730,(MDC 12) Other male reproductive system diagnoses without CC/MCC,Other
783,(MDC 14) Cesarean section with sterilization with MCC,Maternity & Obstetrics
152,(MDC 03) Otitis media and URI with MCC,Laboratory & Diagnostic Tests
815,(MDC 16) Reticuloendothelial and immunity disorders with CC,Laboratory & Diagnostic Tests
810,(MDC 16) Major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders without CC/MCC,Laboratory & Diagnostic Tests
798,(MDC 14) Vaginal delivery with sterilization/DC without CC/MCC,Maternity & Obstetrics
125,(MDC 02) Other disorders of the eye without MCC,Optometry & Eye Care
557,"(MDC 08) Tendonitis, myositis and bursitis with MCC",Rehabilitation & Physical Therapy
149,(MDC 03) Dysequilibrium,Consultations & Evaluations
549,(MDC 08) Septic arthritis with CC,Surgeries & Procedures
316,(MDC 05) Other circulatory system diagnoses without CC/MCC,Surgeries & Procedures
693,(MDC 11) Urinary stones with MCC,Surgeries & Procedures
841,(MDC 17) Lymphoma and nonacute leukemia with CC,Oncology & Cancer Treatment
916,(MDC 21) Allergic reactions without MCC,Allergy & Immunology Services
068,(MDC 01) Nonspecific CVA and precerebral occlusion without infarction without MCC,Cardiovascular Procedures
103,(MDC 01) Headaches without MCC,Consultations & Evaluations
187,(MDC 04) Pleural effusion with CC,Surgeries & Procedures
760,(MDC 13) Menstrual and other female reproductive system disorders with CC/MCC,Surgeries & Procedures
868,(MDC 18) Other infectious and parasitic diseases diagnoses with CC,Consultations & Evaluations
909,(MDC 21) Other OR procedures for injuries without CC/MCC,Surgeries & Procedures
779,(MDC 14) Abortion without DC,Maternity & Obstetrics
181,(MDC 04) Respiratory neoplasms with CC,Oncology & Cancer Treatment
060,(MDC 01) Multiple sclerosis and cerebellar ataxia without CC/MCC,Other
697,(MDC 11) Urethral stricture,Surgeries & Procedures
192,(MDC 04) Chronic obstructive pulmonary disease without CC/MCC,Laboratory & Diagnostic Tests
601,(MDC 09) Nonmalignant breast disorders without CC/MCC,Surgeries & Procedures
770,"(MDC 14) Abortion with DC, aspiration curettage or hysterotomy",Surgeries & Procedures
696,(MDC 11) Kidney and urinary tract signs and symptoms without MCC,Laboratory & Diagnostic Tests
758,"(MDC 13) Infections, female reproductive system with CC",Other
700,(MDC 11) Other kidney and urinary tract diagnoses without CC/MCC,Surgeries & Procedures
J0702,"Injection, betamethasone acetate 3 mg and betamethasone sodium phosphate 3 mg",Pharmacotherapy & Drug Administration
G0102,Prostate cancer screening digital rectal examination,Laboratory & Diagnostic Tests
G0103,Prostate cancer screening prostate specific antigen test psa,Laboratory & Diagnostic Tests
S0285,Colonoscopy consultation performed prior to a screening colonoscopy procedure,Consultations & Evaluations
